                   0 a =     x, b =     x, cin = x, s =     x, cout = x
                5563 a = 29453, b = 39478, cin = 1, s = 36038, cout = 1
                5564 a = 29453, b = 39478, cin = 1, s =  3908, cout = 1
                5566 a = 29453, b = 39478, cin = 1, s =  3396, cout = 1
                5570 a = 58148, b = 22045, cin = 1, s =  3396, cout = 1
                5571 a = 58148, b = 22045, cin = 1, s = 20806, cout = 1
                5573 a = 58148, b = 22045, cin = 1, s = 28998, cout = 1
                5574 a = 58148, b = 22045, cin = 1, s = 14658, cout = 1
                5580 a = 18355, b = 28471, cin = 0, s = 14658, cout = 1
                5581 a = 18355, b = 28471, cin = 0, s = 42238, cout = 1
                5583 a = 18355, b = 28471, cin = 0, s = 42738, cout = 0
                5584 a = 18355, b = 28471, cin = 0, s = 46826, cout = 0
                5590 a = 13596, b =  5704, cin = 0, s = 46826, cout = 0
                5591 a = 13596, b =  5704, cin = 0, s = 48442, cout = 0
                5593 a = 13596, b =  5704, cin = 0, s =  6988, cout = 0
                5594 a = 13596, b =  5704, cin = 0, s = 19268, cout = 0
                5595 a = 13596, b =  5704, cin = 0, s = 19300, cout = 0
                5600 a = 63653, b =  2409, cin = 1, s = 19300, cout = 0
                5601 a = 63653, b =  2409, cin = 1, s = 39421, cout = 0
                5603 a = 63653, b =  2409, cin = 1, s = 41391, cout = 0
                5604 a = 63653, b =  2409, cin = 1, s = 57359, cout = 1
                5605 a = 63653, b =  2409, cin = 1, s =    15, cout = 1
                5606 a = 63653, b =  2409, cin = 1, s =   527, cout = 1
                5610 a = 65387, b = 18081, cin = 1, s =   527, cout = 1
                5611 a = 65387, b = 18081, cin = 1, s = 18953, cout = 1
                5613 a = 65387, b = 18081, cin = 1, s = 22025, cout = 1
                5614 a = 65387, b = 18081, cin = 1, s = 17933, cout = 1
                5615 a = 65387, b = 18081, cin = 1, s =  9741, cout = 1
                5616 a = 65387, b = 18081, cin = 1, s = 17933, cout = 1
                5620 a = 19965, b = 57267, cin = 1, s = 17933, cout = 1
                5621 a = 19965, b = 57267, cin = 1, s = 28041, cout = 1
                5623 a = 19965, b = 57267, cin = 1, s = 27049, cout = 1
                5624 a = 19965, b = 57267, cin = 1, s = 11697, cout = 1
                5630 a = 16720, b = 13325, cin = 1, s = 11697, cout = 1
                5631 a = 16720, b = 13325, cin = 1, s = 51874, cout = 1
                5633 a = 16720, b = 13325, cin = 1, s = 20928, cout = 0
                5634 a = 16720, b = 13325, cin = 1, s = 38782, cout = 0
                5635 a = 16720, b = 13325, cin = 1, s = 30078, cout = 0
                5636 a = 16720, b = 13325, cin = 1, s = 30046, cout = 0
                5640 a = 36593, b = 57754, cin = 0, s = 30046, cout = 0
                5641 a = 36593, b = 57754, cin = 0, s = 28521, cout = 0
                5642 a = 36593, b = 57754, cin = 0, s = 28521, cout = 1
                5643 a = 36593, b = 57754, cin = 0, s = 28235, cout = 1
                5644 a = 36593, b = 57754, cin = 0, s = 28299, cout = 1
                5645 a = 36593, b = 57754, cin = 0, s = 28811, cout = 1
                5650 a = 29392, b = 20748, cin = 1, s = 28811, cout = 1
                5651 a = 29392, b = 20748, cin = 1, s = 15421, cout = 1
                5652 a = 29392, b = 20748, cin = 1, s = 15421, cout = 0
                5653 a = 29392, b = 20748, cin = 1, s = 40219, cout = 0
                5654 a = 29392, b = 20748, cin = 1, s = 50653, cout = 0
                5655 a = 29392, b = 20748, cin = 1, s = 50141, cout = 0
                5660 a = 35441, b = 50201, cin = 0, s = 50141, cout = 0
                5661 a = 35441, b = 50201, cin = 0, s = 44648, cout = 0
                5662 a = 35441, b = 50201, cin = 0, s = 44648, cout = 1
                5663 a = 35441, b = 50201, cin = 0, s =  3658, cout = 1
                5664 a = 35441, b = 50201, cin = 0, s = 20106, cout = 1
                5670 a = 16380, b = 14701, cin = 1, s = 20106, cout = 1
                5671 a = 16380, b = 14701, cin = 1, s =  1650, cout = 1
                5672 a = 16380, b = 14701, cin = 1, s =  1650, cout = 0
                5673 a = 16380, b = 14701, cin = 1, s = 29768, cout = 0
                5674 a = 16380, b = 14701, cin = 1, s = 31050, cout = 0
                5675 a = 16380, b = 14701, cin = 1, s = 31082, cout = 0
                5680 a = 52571, b = 33056, cin = 0, s = 31082, cout = 0
                5681 a = 52571, b = 33056, cin = 0, s = 13185, cout = 0
                5682 a = 52571, b = 33056, cin = 0, s = 13185, cout = 1
                5683 a = 52571, b = 33056, cin = 0, s = 17243, cout = 1
                5684 a = 52571, b = 33056, cin = 0, s = 20123, cout = 1
                5685 a = 52571, b = 33056, cin = 0, s = 20091, cout = 1
                5690 a = 23619, b = 23005, cin = 0, s = 20091, cout = 1
                5691 a = 23619, b = 23005, cin = 0, s =  1950, cout = 1
                5692 a = 23619, b = 23005, cin = 0, s =  1950, cout = 0
                5693 a = 23619, b = 23005, cin = 0, s = 46364, cout = 0
                5694 a = 23619, b = 23005, cin = 0, s = 46080, cout = 0
                5696 a = 23619, b = 23005, cin = 0, s = 46624, cout = 0
                5700 a = 30520, b = 63010, cin = 0, s = 46624, cout = 0
                5701 a = 30520, b = 63010, cin = 0, s = 12964, cout = 0
                5703 a = 30520, b = 63010, cin = 0, s = 28262, cout = 1
                5704 a = 30520, b = 63010, cin = 0, s = 28538, cout = 1
                5706 a = 30520, b = 63010, cin = 0, s = 27994, cout = 1
                5710 a = 30331, b = 58398, cin = 1, s = 27994, cout = 1
                5711 a = 30331, b = 58398, cin = 1, s = 32292, cout = 1
                5713 a = 30331, b = 58398, cin = 1, s = 23120, cout = 1
                5714 a = 30331, b = 58398, cin = 1, s = 23194, cout = 1
                5720 a = 16852, b = 54715, cin = 0, s = 23194, cout = 1
                5721 a = 16852, b = 54715, cin = 0, s = 23697, cout = 1
                5723 a = 16852, b = 54715, cin = 0, s =  6023, cout = 1
                5724 a = 16852, b = 54715, cin = 0, s =  6031, cout = 1
                5730 a = 62432, b = 47788, cin = 1, s =  6031, cout = 1
                5731 a = 62432, b = 47788, cin = 1, s = 51885, cout = 1
                5733 a = 62432, b = 47788, cin = 1, s = 11411, cout = 1
                5734 a = 62432, b = 47788, cin = 1, s = 44685, cout = 1
                5740 a = 19221, b = 60733, cin = 1, s = 44685, cout = 1
                5741 a = 19221, b = 60733, cin = 1, s = 16873, cout = 1
                5742 a = 19221, b = 60733, cin = 1, s = 16873, cout = 0
                5743 a = 19221, b = 60733, cin = 1, s = 13443, cout = 1
                5744 a = 19221, b = 60733, cin = 1, s = 14419, cout = 1
                5750 a = 21597, b = 20125, cin = 1, s = 14419, cout = 1
                5751 a = 21597, b = 20125, cin = 1, s = 33979, cout = 1
                5753 a = 21597, b = 20125, cin = 1, s = 38587, cout = 0
                5754 a = 21597, b = 20125, cin = 1, s = 41723, cout = 0
                5755 a = 21597, b = 20125, cin = 1, s = 33531, cout = 0
                5756 a = 21597, b = 20125, cin = 1, s = 41723, cout = 0
                5760 a = 17908, b = 55566, cin = 1, s = 41723, cout = 0
                5761 a = 17908, b = 55566, cin = 1, s =  9409, cout = 0
                5763 a = 17908, b = 55566, cin = 1, s = 12019, cout = 1
                5764 a = 17908, b = 55566, cin = 1, s = 16131, cout = 1
                5765 a = 17908, b = 55566, cin = 1, s = 16099, cout = 1
                5766 a = 17908, b = 55566, cin = 1, s =  7939, cout = 1
                5770 a = 53698, b = 48298, cin = 0, s =  7939, cout = 1
                5771 a = 53698, b = 48298, cin = 0, s = 61072, cout = 1
                5773 a = 53698, b = 48298, cin = 0, s = 19612, cout = 1
                5774 a = 53698, b = 48298, cin = 0, s = 36460, cout = 1
                5780 a = 17885, b = 30869, cin = 1, s = 36460, cout = 1
                5781 a = 17885, b = 30869, cin = 1, s = 56909, cout = 1
                5782 a = 17885, b = 30869, cin = 1, s = 56909, cout = 0
                5783 a = 17885, b = 30869, cin = 1, s = 65123, cout = 0
                5784 a = 17885, b = 30869, cin = 1, s = 48755, cout = 0
                5790 a = 56896, b = 30841, cin = 0, s = 48755, cout = 0
                5791 a = 56896, b = 30841, cin = 0, s =  9475, cout = 0
                5793 a = 56896, b = 30841, cin = 0, s =  5289, cout = 1
                5794 a = 56896, b = 30841, cin = 0, s = 22233, cout = 1
                5796 a = 56896, b = 30841, cin = 0, s = 22201, cout = 1
                5800 a = 31610, b = 37713, cin = 0, s = 22201, cout = 1
                5801 a = 31610, b = 37713, cin = 0, s =  6315, cout = 1
                5803 a = 31610, b = 37713, cin = 0, s = 36491, cout = 1
                5804 a = 31610, b = 37713, cin = 0, s =  3787, cout = 1
                5810 a = 55086, b =  2508, cin = 0, s =  3787, cout = 1
                5811 a = 55086, b =  2508, cin = 0, s = 14338, cout = 1
                5813 a = 55086, b =  2508, cin = 0, s =  7354, cout = 0
                5814 a = 55086, b =  2508, cin = 0, s = 49402, cout = 0
                5816 a = 55086, b =  2508, cin = 0, s = 57594, cout = 0
                5820 a = 50291, b = 14897, cin = 0, s = 57594, cout = 0
                5821 a = 50291, b = 14897, cin = 0, s = 49242, cout = 0
                5823 a = 50291, b = 14897, cin = 0, s = 49696, cout = 1
                5824 a = 50291, b = 14897, cin = 0, s =  7844, cout = 1
                5825 a = 50291, b = 14897, cin = 0, s =  7844, cout = 0
                5826 a = 50291, b = 14897, cin = 0, s = 65188, cout = 0
                5830 a =  9115, b = 53681, cin = 0, s = 65188, cout = 0
                5831 a =  9115, b = 53681, cin = 0, s = 62156, cout = 0
                5833 a =  9115, b = 53681, cin = 0, s = 61836, cout = 0
                5834 a =  9115, b = 53681, cin = 0, s = 62796, cout = 0
                5840 a = 27616, b = 49254, cin = 1, s = 62796, cout = 0
                5841 a = 27616, b = 49254, cin = 1, s = 44257, cout = 0
                5843 a = 27616, b = 49254, cin = 1, s = 12099, cout = 1
                5844 a = 27616, b = 49254, cin = 1, s = 11335, cout = 1
                5845 a = 27616, b = 49254, cin = 1, s = 10823, cout = 1
                5846 a = 27616, b = 49254, cin = 1, s = 11335, cout = 1
                5850 a = 33872, b =   851, cin = 1, s = 11335, cout = 1
                5851 a = 33872, b =   851, cin = 1, s =   194, cout = 1
                5853 a = 33872, b =   851, cin = 1, s = 32930, cout = 0
                5854 a = 33872, b =   851, cin = 1, s = 35236, cout = 0
                5856 a = 33872, b =   851, cin = 1, s = 34724, cout = 0
                5860 a = 60875, b = 18759, cin = 1, s = 34724, cout = 0
                5861 a = 60875, b = 18759, cin = 1, s = 42027, cout = 0
                5863 a = 60875, b = 18759, cin = 1, s = 13835, cout = 1
                5864 a = 60875, b = 18759, cin = 1, s = 14099, cout = 1
                5870 a = 44432, b =  2458, cin = 0, s = 14099, cout = 1
                5871 a = 44432, b =  2458, cin = 0, s = 14228, cout = 1
                5873 a = 44432, b =  2458, cin = 0, s = 46898, cout = 0
                5874 a = 44432, b =  2458, cin = 0, s = 46890, cout = 0
                5880 a = 42691, b =  1159, cin = 1, s = 46890, cout = 0
                5881 a = 42691, b =  1159, cin = 1, s = 45413, cout = 0
                5883 a = 42691, b =  1159, cin = 1, s = 43843, cout = 0
                5884 a = 42691, b =  1159, cin = 1, s = 43851, cout = 0
                5890 a = 50358, b = 29943, cin = 0, s = 43851, cout = 0
                5891 a = 50358, b = 29943, cin = 0, s = 47439, cout = 0
                5893 a = 50358, b = 29943, cin = 0, s = 14637, cout = 1
                5894 a = 50358, b = 29943, cin = 0, s = 14765, cout = 1
                5900 a = 57382, b = 37906, cin = 1, s = 14765, cout = 1
                5901 a = 57382, b = 37906, cin = 1, s = 64985, cout = 1
                5903 a = 57382, b = 37906, cin = 1, s = 29875, cout = 1
                5904 a = 57382, b = 37906, cin = 1, s = 29753, cout = 1
                5910 a = 57416, b = 22992, cin = 0, s = 29753, cout = 1
                5911 a = 57416, b = 22992, cin = 0, s = 47508, cout = 1
                5912 a = 57416, b = 22992, cin = 0, s = 47508, cout = 0
                5913 a = 57416, b = 22992, cin = 0, s = 14608, cout = 1
                5914 a = 57416, b = 22992, cin = 0, s = 14360, cout = 1
                5916 a = 57416, b = 22992, cin = 0, s = 14872, cout = 1
                5920 a = 22201, b =  3284, cin = 1, s = 14872, cout = 1
                5921 a = 22201, b =  3284, cin = 1, s = 55788, cout = 1
                5923 a = 22201, b =  3284, cin = 1, s = 20812, cout = 0
                5924 a = 22201, b =  3284, cin = 1, s = 17294, cout = 0
                5926 a = 22201, b =  3284, cin = 1, s = 25486, cout = 0
                5930 a = 41701, b = 58751, cin = 0, s = 25486, cout = 0
                5931 a = 41701, b = 58751, cin = 0, s = 32376, cout = 0
                5932 a = 41701, b = 58751, cin = 0, s = 32376, cout = 1
                5933 a = 41701, b = 58751, cin = 0, s = 14160, cout = 1
                5934 a = 41701, b = 58751, cin = 0, s = 34884, cout = 1
                5935 a = 41701, b = 58751, cin = 0, s = 34372, cout = 1
                5936 a = 41701, b = 58751, cin = 0, s = 34916, cout = 1
                5940 a = 38989, b = 16368, cin = 0, s = 34916, cout = 1
                5941 a = 38989, b = 16368, cin = 0, s = 26691, cout = 1
                5942 a = 38989, b = 16368, cin = 0, s = 26691, cout = 0
                5943 a = 38989, b = 16368, cin = 0, s =  6153, cout = 0
                5944 a = 38989, b = 16368, cin = 0, s = 55389, cout = 0
                5946 a = 38989, b = 16368, cin = 0, s = 55357, cout = 0
                5950 a =  3362, b = 50240, cin = 1, s = 55357, cout = 0
                5951 a =  3362, b = 50240, cin = 1, s = 46819, cout = 0
                5953 a =  3362, b = 50240, cin = 1, s = 34401, cout = 0
                5954 a =  3362, b = 50240, cin = 1, s = 54115, cout = 0
                5956 a =  3362, b = 50240, cin = 1, s = 53603, cout = 0
                5960 a = 57861, b = 17467, cin = 0, s = 53603, cout = 0
                5961 a = 57861, b = 17467, cin = 0, s = 48702, cout = 0
                5963 a = 57861, b = 17467, cin = 0, s = 13884, cout = 1
                5964 a = 57861, b = 17467, cin = 0, s =  9760, cout = 1
                5966 a = 57861, b = 17467, cin = 0, s =  9792, cout = 1
                5970 a = 27927, b = 61900, cin = 0, s =  9792, cout = 1
                5971 a = 27927, b = 61900, cin = 0, s =  7333, cout = 1
                5973 a = 27927, b = 61900, cin = 0, s = 24231, cout = 1
                5974 a = 27927, b = 61900, cin = 0, s = 24291, cout = 1
                5980 a = 22643, b = 10943, cin = 0, s = 24291, cout = 1
                5981 a = 22643, b = 10943, cin = 0, s = 45300, cout = 1
                5983 a = 22643, b = 10943, cin = 0, s = 25274, cout = 0
                5984 a = 22643, b = 10943, cin = 0, s = 25394, cout = 0
                5985 a = 22643, b = 10943, cin = 0, s = 33586, cout = 0
                5990 a = 24580, b = 61301, cin = 1, s = 33586, cout = 0
                5991 a = 24580, b = 61301, cin = 1, s = 32398, cout = 0
                5993 a = 24580, b = 61301, cin = 1, s = 28392, cout = 1
                5994 a = 24580, b = 61301, cin = 1, s = 20890, cout = 1
                5996 a = 24580, b = 61301, cin = 1, s = 20346, cout = 1
                6000 a = 57359, b = 48683, cin = 1, s = 20346, cout = 1
                6001 a = 57359, b = 48683, cin = 1, s = 40495, cout = 1
                6003 a = 57359, b = 48683, cin = 1, s =  7731, cout = 1
                6004 a = 57359, b = 48683, cin = 1, s = 40507, cout = 1
                6010 a = 57850, b = 12451, cin = 0, s = 40507, cout = 1
                6011 a = 57850, b = 12451, cin = 0, s =  4423, cout = 1
                6012 a = 57850, b = 12451, cin = 0, s =  4423, cout = 0
                6013 a = 57850, b = 12451, cin = 0, s =  4117, cout = 1
                6014 a = 57850, b = 12451, cin = 0, s =  4285, cout = 1
                6015 a = 57850, b = 12451, cin = 0, s =  4765, cout = 1
                6020 a = 56386, b = 34652, cin = 0, s =  4765, cout = 1
                6021 a = 56386, b = 34652, cin = 0, s = 39130, cout = 1
                6023 a = 56386, b = 34652, cin = 0, s = 53662, cout = 1
                6024 a = 56386, b = 34652, cin = 0, s = 17822, cout = 1
                6025 a = 56386, b = 34652, cin = 0, s = 17310, cout = 1
                6026 a = 56386, b = 34652, cin = 0, s = 25502, cout = 1
                6030 a = 46171, b =  6353, cin = 1, s = 25502, cout = 1
                6031 a = 46171, b =  6353, cin = 1, s = 37899, cout = 1
                6032 a = 46171, b =  6353, cin = 1, s = 37899, cout = 0
                6033 a = 46171, b =  6353, cin = 1, s = 39977, cout = 0
                6034 a = 46171, b =  6353, cin = 1, s = 52525, cout = 0
                6040 a = 19637, b = 45342, cin = 1, s = 52525, cout = 0
                6041 a = 19637, b = 45342, cin = 1, s = 39948, cout = 0
                6043 a = 19637, b = 45342, cin = 1, s = 48262, cout = 0
                6044 a = 19637, b = 45342, cin = 1, s = 65492, cout = 0
                6046 a = 19637, b = 45342, cin = 1, s = 64980, cout = 0
                6050 a = 42357, b = 25057, cin = 1, s = 64980, cout = 0
                6051 a = 42357, b = 25057, cin = 1, s = 50411, cout = 0
                6053 a = 42357, b = 25057, cin = 1, s = 34371, cout = 1
                6054 a = 42357, b = 25057, cin = 1, s =  1911, cout = 1
                6056 a = 42357, b = 25057, cin = 1, s =  1879, cout = 1
                6060 a =   392, b = 12918, cin = 1, s =  1879, cout = 1
                6061 a =   392, b = 12918, cin = 1, s = 61501, cout = 1
                6063 a =   392, b = 12918, cin = 1, s = 45823, cout = 0
                6064 a =   392, b = 12918, cin = 1, s = 13823, cout = 0
                6066 a =   392, b = 12918, cin = 1, s = 13311, cout = 0
                6070 a = 38259, b = 40845, cin = 1, s = 13311, cout = 0
                6071 a = 38259, b = 40845, cin = 1, s =  2815, cout = 0
                6072 a = 38259, b = 40845, cin = 1, s =  2815, cout = 1
                6073 a = 38259, b = 40845, cin = 1, s =  8445, cout = 1
                6074 a = 38259, b = 40845, cin = 1, s = 13537, cout = 1
                6076 a = 38259, b = 40845, cin = 1, s = 13569, cout = 1
                6080 a = 35751, b = 39840, cin = 0, s = 13569, cout = 1
                6081 a = 35751, b = 39840, cin = 0, s = 12281, cout = 1
                6083 a = 35751, b = 39840, cin = 0, s =  2043, cout = 1
                6084 a = 35751, b = 39840, cin = 0, s = 10055, cout = 1
                6090 a = 29939, b = 64421, cin = 1, s = 10055, cout = 1
                6091 a = 29939, b = 64421, cin = 1, s = 47127, cout = 1
                6092 a = 29939, b = 64421, cin = 1, s = 47127, cout = 0
                6093 a = 29939, b = 64421, cin = 1, s = 28185, cout = 1
                6094 a = 29939, b = 64421, cin = 1, s = 28825, cout = 1
                6100 a = 30423, b = 51780, cin = 0, s = 28825, cout = 1
                6101 a = 30423, b = 51780, cin = 0, s = 17245, cout = 1
                6103 a = 30423, b = 51780, cin = 0, s =  8735, cout = 1
                6104 a = 30423, b = 51780, cin = 0, s = 16667, cout = 1
                6110 a =  3276, b = 39630, cin = 1, s = 16667, cout = 1
                6111 a =  3276, b = 39630, cin = 1, s = 27531, cout = 1
                6113 a =  3276, b = 39630, cin = 1, s = 61341, cout = 0
                6114 a =  3276, b = 39630, cin = 1, s = 42907, cout = 0
                6120 a = 36546, b =  2369, cin = 0, s = 42907, cout = 0
                6121 a = 36546, b =  2369, cin = 0, s = 46619, cout = 0
                6123 a = 36546, b =  2369, cin = 0, s = 46851, cout = 0
                6124 a = 36546, b =  2369, cin = 0, s = 38915, cout = 0
                6125 a = 36546, b =  2369, cin = 0, s = 38403, cout = 0
                6126 a = 36546, b =  2369, cin = 0, s = 38915, cout = 0
                6130 a = 53916, b = 48540, cin = 1, s = 38915, cout = 0
                6131 a = 53916, b = 48540, cin = 1, s = 28801, cout = 0
                6132 a = 53916, b = 48540, cin = 1, s = 28801, cout = 1
                6133 a = 53916, b = 48540, cin = 1, s = 16447, cout = 1
                6134 a = 53916, b = 48540, cin = 1, s = 36921, cout = 1
                6140 a = 60038, b =  2642, cin = 0, s = 36921, cout = 1
                6141 a = 60038, b =  2642, cin = 0, s =  8172, cout = 1
                6142 a = 60038, b =  2642, cin = 0, s =  8172, cout = 0
                6143 a = 60038, b =  2642, cin = 0, s = 16080, cout = 0
                6144 a = 60038, b =  2642, cin = 0, s = 62712, cout = 0
                6145 a = 60038, b =  2642, cin = 0, s = 62680, cout = 0
                6150 a = 58879, b = 40535, cin = 1, s = 62680, cout = 0
                6151 a = 58879, b = 40535, cin = 1, s = 28581, cout = 0
                6152 a = 58879, b = 40535, cin = 1, s = 28581, cout = 1
                6153 a = 58879, b = 40535, cin = 1, s = 29447, cout = 1
                6154 a = 58879, b = 40535, cin = 1, s = 33367, cout = 1
                6155 a = 58879, b = 40535, cin = 1, s = 25175, cout = 1
                6156 a = 58879, b = 40535, cin = 1, s = 33879, cout = 1
                6160 a = 37961, b = 12816, cin = 1, s = 33879, cout = 1
                6161 a = 37961, b = 12816, cin = 1, s = 22950, cout = 1
                6162 a = 37961, b = 12816, cin = 1, s = 22950, cout = 0
                6163 a = 37961, b = 12816, cin = 1, s = 20744, cout = 0
                6164 a = 37961, b = 12816, cin = 1, s = 50810, cout = 0
                6166 a = 37961, b = 12816, cin = 1, s = 50778, cout = 0
                6170 a = 34510, b = 51075, cin = 1, s = 50778, cout = 0
                6171 a = 34510, b = 51075, cin = 1, s =  8526, cout = 0
                6172 a = 34510, b = 51075, cin = 1, s =  8526, cout = 1
                6173 a = 34510, b = 51075, cin = 1, s =  3146, cout = 1
                6174 a = 34510, b = 51075, cin = 1, s = 19538, cout = 1
                6175 a = 34510, b = 51075, cin = 1, s = 20050, cout = 1
                6180 a =  3775, b = 63178, cin = 1, s = 20050, cout = 1
                6181 a =  3775, b = 63178, cin = 1, s = 63338, cout = 1
                6182 a =  3775, b = 63178, cin = 1, s = 63338, cout = 0
                6184 a =  3775, b = 63178, cin = 1, s = 58762, cout = 0
                6185 a =  3775, b = 63178, cin = 1, s = 58762, cout = 1
                6186 a =  3775, b = 63178, cin = 1, s =  1418, cout = 1
                6190 a = 45055, b = 23118, cin = 0, s =  1418, cout = 1
                6191 a = 45055, b = 23118, cin = 0, s =  2127, cout = 1
                6193 a = 45055, b = 23118, cin = 0, s =   333, cout = 1
                6194 a = 45055, b = 23118, cin = 0, s =  2637, cout = 1
                6195 a = 45055, b = 23118, cin = 0, s =  2125, cout = 1
                6196 a = 45055, b = 23118, cin = 0, s =  2637, cout = 1
                6200 a = 12100, b = 29893, cin = 0, s =  2637, cout = 1
                6201 a = 12100, b = 29893, cin = 0, s = 42109, cout = 1
                6203 a = 12100, b = 29893, cin = 0, s = 45161, cout = 0
                6204 a = 12100, b = 29893, cin = 0, s = 41993, cout = 0
                6205 a = 12100, b = 29893, cin = 0, s = 33801, cout = 0
                6206 a = 12100, b = 29893, cin = 0, s = 41993, cout = 0
                6210 a = 50532, b =  5057, cin = 1, s = 41993, cout = 0
                6211 a = 50532, b =  5057, cin = 1, s = 10540, cout = 0
                6213 a = 50532, b =  5057, cin = 1, s = 24870, cout = 0
                6214 a = 50532, b =  5057, cin = 1, s = 63782, cout = 0
                6216 a = 50532, b =  5057, cin = 1, s = 55590, cout = 0
                6220 a = 55063, b = 41604, cin = 0, s = 55590, cout = 0
                6221 a = 55063, b = 41604, cin = 0, s = 31249, cout = 0
                6222 a = 55063, b = 41604, cin = 0, s = 31249, cout = 1
                6223 a = 55063, b = 41604, cin = 0, s = 30875, cout = 1
                6224 a = 55063, b = 41604, cin = 0, s = 31643, cout = 1
                6226 a = 55063, b = 41604, cin = 0, s = 31131, cout = 1
                6230 a =   599, b =  1872, cin = 0, s = 31131, cout = 1
                6231 a =   599, b =  1872, cin = 0, s =  2319, cout = 1
                6232 a =   599, b =  1872, cin = 0, s =  2319, cout = 0
                6233 a =   599, b =  1872, cin = 0, s =  2471, cout = 0
                6240 a = 46137, b = 61910, cin = 0, s =  2471, cout = 0
                6241 a = 46137, b = 61910, cin = 0, s = 18767, cout = 0
                6242 a = 46137, b = 61910, cin = 0, s = 18767, cout = 1
                6243 a = 46137, b = 61910, cin = 0, s = 11727, cout = 1
                6244 a = 46137, b = 61910, cin = 0, s = 41999, cout = 1
                6246 a = 46137, b = 61910, cin = 0, s = 42511, cout = 1
                6250 a = 19721, b = 50790, cin = 0, s = 42511, cout = 1
                6251 a = 19721, b = 50790, cin = 0, s = 26767, cout = 1
                6252 a = 19721, b = 50790, cin = 0, s = 26767, cout = 0
                6253 a = 19721, b = 50790, cin = 0, s =   175, cout = 1
                6254 a = 19721, b = 50790, cin = 0, s =  5487, cout = 1
                6256 a = 19721, b = 50790, cin = 0, s =  4975, cout = 1
                6260 a = 18362, b = 18751, cin = 0, s =  4975, cout = 1
                6261 a = 18362, b = 18751, cin = 0, s = 38533, cout = 1
                6263 a = 18362, b = 18751, cin = 0, s = 40177, cout = 0
                6264 a = 18362, b = 18751, cin = 0, s = 37113, cout = 0
                6270 a = 29921, b = 29613, cin = 1, s = 37113, cout = 0
                6271 a = 29921, b = 29613, cin = 1, s = 39217, cout = 0
                6273 a = 29921, b = 29613, cin = 1, s = 64007, cout = 0
                6274 a = 29921, b = 29613, cin = 1, s = 59023, cout = 0
                6275 a = 29921, b = 29613, cin = 1, s = 59535, cout = 0
                6280 a = 58678, b = 28924, cin = 1, s = 59535, cout = 0
                6281 a = 58678, b = 28924, cin = 1, s = 31241, cout = 0
                6283 a = 58678, b = 28924, cin = 1, s = 23331, cout = 1
                6284 a = 58678, b = 28924, cin = 1, s = 22067, cout = 1
                6285 a = 58678, b = 28924, cin = 1, s = 21555, cout = 1
                6286 a = 58678, b = 28924, cin = 1, s = 22067, cout = 1
                6290 a = 33628, b =  3979, cin = 1, s = 22067, cout = 1
                6291 a = 33628, b =  3979, cin = 1, s = 20270, cout = 1
                6293 a = 33628, b =  3979, cin = 1, s = 35654, cout = 0
                6294 a = 33628, b =  3979, cin = 1, s = 37608, cout = 0
                6300 a =  2998, b = 62431, cin = 0, s = 37608, cout = 0
                6301 a =  2998, b = 62431, cin = 0, s = 58967, cout = 0
                6303 a =  2998, b = 62431, cin = 0, s = 59205, cout = 1
                6304 a =  2998, b = 62431, cin = 0, s =  8085, cout = 1
                6305 a =  2998, b = 62431, cin = 0, s =  8085, cout = 0
                6306 a =  2998, b = 62431, cin = 0, s = 65429, cout = 0
                6310 a =   501, b = 19315, cin = 0, s = 65429, cout = 0
                6311 a =   501, b = 19315, cin = 0, s = 19834, cout = 0
                6313 a =   501, b = 19315, cin = 0, s = 18548, cout = 0
                6314 a =   501, b = 19315, cin = 0, s = 19816, cout = 0
                6320 a = 37634, b =  4378, cin = 0, s = 19816, cout = 0
                6321 a = 37634, b =  4378, cin = 0, s = 34294, cout = 0
                6323 a = 37634, b =  4378, cin = 0, s = 42260, cout = 0
                6324 a = 37634, b =  4378, cin = 0, s = 42012, cout = 0
                6330 a = 53488, b =  4978, cin = 0, s = 42012, cout = 0
                6331 a = 53488, b =  4978, cin = 0, s = 58758, cout = 0
                6333 a = 53488, b =  4978, cin = 0, s = 59234, cout = 0
                6334 a = 53488, b =  4978, cin = 0, s = 57954, cout = 0
                6336 a = 53488, b =  4978, cin = 0, s = 58466, cout = 0
                6340 a = 47882, b = 27467, cin = 1, s = 58466, cout = 0
                6341 a = 47882, b = 27467, cin = 1, s = 63392, cout = 0
                6343 a = 47882, b = 27467, cin = 1, s = 34644, cout = 1
                6344 a = 47882, b = 27467, cin = 1, s =  1622, cout = 1
                6345 a = 47882, b = 27467, cin = 1, s =  9814, cout = 1
                6350 a = 40455, b = 23540, cin = 1, s =  9814, cout = 1
                6351 a = 40455, b = 23540, cin = 1, s = 13284, cout = 1
                6353 a = 40455, b = 23540, cin = 1, s = 29176, cout = 0
                6354 a = 40455, b = 23540, cin = 1, s = 63516, cout = 0
                6355 a = 40455, b = 23540, cin = 1, s = 63996, cout = 0
                6356 a = 40455, b = 23540, cin = 1, s = 64508, cout = 0
                6357 a = 40455, b = 23540, cin = 1, s = 63996, cout = 0
                6360 a = 49915, b = 41902, cin = 0, s = 63996, cout = 0
                6361 a = 49915, b = 41902, cin = 0, s = 23899, cout = 0
